1483696443711	geckodriver	INFO	Listening on 127.0.0.1:54587
1483696445847	mozprofile::profile	INFO	Using profile path C:\Users\eason\AppData\Local\Temp\rust_mozprofile.IN2eOsImSQy2
1483696446031	geckodriver::marionette	INFO	Starting browser C:\Program Files (x86)\Mozilla Firefox\firefox.exe
1483696449663	geckodriver::marionette	INFO	Connecting to Marionette on localhost:54595
1483696449872	addons.manager	DEBUG	Loaded provider scope for resource://gre/modules/addons/XPIProvider.jsm: ["XPIProvider"]
1483696449873	addons.manager	DEBUG	Loaded provider scope for resource://gre/modules/LightweightThemeManager.jsm: ["LightweightThemeManager"]
1483696449877	addons.manager	DEBUG	Loaded provider scope for resource://gre/modules/addons/GMPProvider.jsm
1483696449879	addons.manager	DEBUG	Loaded provider scope for resource://gre/modules/addons/PluginProvider.jsm
1483696449879	addons.manager	DEBUG	Starting provider: XPIProvider
1483696449879	addons.xpi	DEBUG	startup
1483696449880	addons.xpi	INFO	Mapping commonfix@mozillaonline.com to C:\Users\eason\AppData\Local\Temp\rust_mozprofile.IN2eOsImSQy2\extensions\commonfix@mozillaonline.com.xpi
1483696449881	addons.xpi	INFO	Mapping cpmanager@mozillaonline.com to C:\Users\eason\AppData\Local\Temp\rust_mozprofile.IN2eOsImSQy2\extensions\cpmanager@mozillaonline.com.xpi
1483696449881	addons.xpi	INFO	Mapping wx-assistant@mozillaonline.com to C:\Users\eason\AppData\Local\Temp\rust_mozprofile.IN2eOsImSQy2\extensions\wx-assistant@mozillaonline.com.xpi
1483696449881	addons.xpi	INFO	SystemAddonInstallLocation directory is missing
1483696449882	addons.xpi	INFO	Mapping aushelper@mozilla.org to C:\Program Files (x86)\Mozilla Firefox\browser\features\aushelper@mozilla.org.xpi
1483696449883	addons.xpi	INFO	Mapping e10srollout@mozilla.org to C:\Program Files (x86)\Mozilla Firefox\browser\features\e10srollout@mozilla.org.xpi
1483696449883	addons.xpi	INFO	Mapping firefox@getpocket.com to C:\Program Files (x86)\Mozilla Firefox\browser\features\firefox@getpocket.com.xpi
1483696449883	addons.xpi	INFO	Mapping webcompat@mozilla.org to C:\Program Files (x86)\Mozilla Firefox\browser\features\webcompat@mozilla.org.xpi
1483696449884	addons.xpi	INFO	Mapping {972ce4c6-7e08-4474-a285-3208198ce6fd} to C:\Program Files (x86)\Mozilla Firefox\browser\extensions\{972ce4c6-7e08-4474-a285-3208198ce6fd}.xpi
1483696449884	addons.xpi	DEBUG	checkForChanges
1483696449885	addons.xpi	DEBUG	Loaded add-on state from prefs: {"app-profile":{"cehomepage@mozillaonline.com":{"d":"C:\\Users\\eason\\AppData\\Roaming\\Mozilla\\Firefox\\Profiles\\ceboiyl5.default\\extensions\\cehomepage@mozillaonline.com","e":true,"v":"1.50.2","st":1483327579285,"mt":1483327579188},"coba@mozilla.com.cn":{"d":"C:\\Users\\eason\\AppData\\Roaming\\Mozilla\\Firefox\\Profiles\\ceboiyl5.default\\extensions\\coba@mozilla.com.cn","e":true,"v":"1.0.35","st":1483327579371,"mt":1483327579330},"commonfix@mozillaonline.com":{"d":"C:\\Users\\eason\\AppData\\Roaming\\Mozilla\\Firefox\\Profiles\\ceboiyl5.default\\extensions\\commonfix@mozillaonline.com.xpi","e":true,"v":"0.13","st":1483327579384},"cpmanager@mozillaonline.com":{"d":"C:\\Users\\eason\\AppData\\Roaming\\Mozilla\\Firefox\\Profiles\\ceboiyl5.default\\extensions\\cpmanager@mozillaonline.com.xpi","e":true,"v":"2.50.1","st":1483327579403},"easyscreenshot@mozillaonline.com":{"d":"C:\\Users\\eason\\AppData\\Roaming\\Mozilla\\Firefox\\Profiles\\ceboiyl5.default\\extensions\\easyscreenshot@mozillaonline.com","e":true,"v":"1.2.8","st":1483327579525,"mt":1483327579503},"tabtweak@mozillaonline.com":{"d":"C:\\Users\\eason\\AppData\\Roaming\\Mozilla\\Firefox\\Profiles\\ceboiyl5.default\\extensions\\tabtweak@mozillaonline.com.xpi","e":true,"v":"4.50","st":1483327579536},"wx-assistant@mozillaonline.com":{"d":"C:\\Users\\eason\\AppData\\Roaming\\Mozilla\\Firefox\\Profiles\\ceboiyl5.default\\extensions\\wx-assistant@mozillaonline.com.xpi","e":true,"v":"2.0.2","st":1483327579690}},"app-system-defaults":{"aushelper@mozilla.org":{"d":"C:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\aushelper@mozilla.org.xpi","e":true,"v":"1.0","st":1481255603848},"e10srollout@mozilla.org":{"d":"C:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\e10srollout@mozilla.org.xpi","e":true,"v":"1.5","st":1481255603849},"firefox@getpocket.com":{"d":"C:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\firefox@getpocket.com.xpi","e":true,"v":"1.0.5","st":1481255603887},"webcompat@mozilla.org":{"d":"C:\\Program Files (x86)\\Mozilla Firefox\\browser\\features\\webcompat@mozilla.org.xpi","e":true,"v":"1.0","st":1481255603889}},"app-global":{"{972ce4c6-7e08-4474-a285-3208198ce6fd}":{"d":"C:\\Program Files (x86)\\Mozilla Firefox\\browser\\extensions\\{972ce4c6-7e08-4474-a285-3208198ce6fd}.xpi","e":true,"v":"50.1.0","st":1481255603847}},"winreg-app-global":{"light_plugin_ACF0E80077C511E59DED005056C00008@kaspersky.com":{"d":"C:\\Program Files (x86)\\Kaspersky Lab\\Kaspersky Internet Security 16.0.1\\FFExt\\light_plugin_firefox\\addon.xpi","e":false,"v":"4.6.3-15","st":1480681326629}}}
1483696449886	addons.xpi	DEBUG	getModTime: Recursive scan of commonfix@mozillaonline.com
1483696449886	addons.xpi	DEBUG	Changed add-on commonfix@mozillaonline.com in app-profile
1483696449887	addons.xpi	DEBUG	getModTime: Recursive scan of cpmanager@mozillaonline.com
1483696449887	addons.xpi	DEBUG	Changed add-on cpmanager@mozillaonline.com in app-profile
1483696449887	addons.xpi	DEBUG	getModTime: Recursive scan of wx-assistant@mozillaonline.com
1483696449888	addons.xpi	DEBUG	Changed add-on wx-assistant@mozillaonline.com in app-profile
1483696449888	addons.xpi	DEBUG	getModTime: Recursive scan of aushelper@mozilla.org
1483696449889	addons.xpi	DEBUG	Changed add-on aushelper@mozilla.org in app-system-defaults
1483696449889	addons.xpi	DEBUG	getModTime: Recursive scan of e10srollout@mozilla.org
1483696449889	addons.xpi	DEBUG	Changed add-on e10srollout@mozilla.org in app-system-defaults
1483696449890	addons.xpi	DEBUG	getModTime: Recursive scan of firefox@getpocket.com
1483696449890	addons.xpi	DEBUG	Changed add-on firefox@getpocket.com in app-system-defaults
1483696449890	addons.xpi	DEBUG	getModTime: Recursive scan of webcompat@mozilla.org
1483696449890	addons.xpi	DEBUG	Changed add-on webcompat@mozilla.org in app-system-defaults
1483696449890	addons.xpi	DEBUG	getModTime: Recursive scan of {972ce4c6-7e08-4474-a285-3208198ce6fd}
1483696449891	addons.xpi	DEBUG	Changed add-on {972ce4c6-7e08-4474-a285-3208198ce6fd} in app-global
